Institution,Professor Name (Original),Author ID,Paper Type,Paper Title,Year,Citation Count,Semantic Scholar URL,Final Link,Abstract,processed_text,cluster_id,kw1,kw2,kw3
UIUC,Mattia Gazzola,2597297,Most Recent,Highly stretchable and customizable microneedle electrode arrays for intramuscular electromyography,2024.0,38,https://www.semanticscholar.org/paper/68b744c2926ca49b2ac601023a2403d88c559f1b,https://doi.org/10.1126/sciadv.adn7202,"Stretchable three-dimensional (3D) penetrating microelectrode arrays have potential utility in various fields, including neuroscience, tissue engineering, and wearable bioelectronics. These 3D microelectrode arrays can penetrate and conform to dynamically deforming tissues, thereby facilitating targeted sensing and stimulation of interior regions in a minimally invasive manner. However, fabricating custom stretchable 3D microelectrode arrays presents material integration and patterning challenges. In this study, we present the design, fabrication, and applications of stretchable microneedle electrode arrays (SMNEAs) for sensing local intramuscular electromyography signals ex vivo. We use a unique hybrid fabrication scheme based on laser micromachining, microfabrication, and transfer printing to enable scalable fabrication of individually addressable SMNEA with high device stretchability (60 to 90%). The electrode geometries and recording regions, impedance, array layout, and length distribution are highly customizable. We demonstrate the use of SMNEAs as bioelectronic interfaces in recording intramuscular electromyography from various muscle groups in the buccal mass of Aplysia .","Highly stretchable and customizable microneedle electrode arrays for intramuscular electromyography Stretchable three-dimensional (3D) penetrating microelectrode arrays have potential utility in various fields, including neuroscience, tissue engineering, and wearable bioelectronics. These 3D microelectrode arrays can penetrate and conform to dynamically deforming tissues, thereby facilitating targeted sensing and stimulation of interior regions in a minimally invasive manner. However, fabricating custom stretchable 3D microelectrode arrays presents material integration and patterning challenges. In this study, we present the design, fabrication, and applications of stretchable microneedle electrode arrays (SMNEAs) for sensing local intramuscular electromyography signals ex vivo. We use a unique hybrid fabrication scheme based on laser micromachining, microfabrication, and transfer printing to enable scalable fabrication of individually addressable SMNEA with high device stretchability (60 to 90%). The electrode geometries and recording regions, impedance, array layout, and length distribution are highly customizable. We demonstrate the use of SMNEAs as bioelectronic interfaces in recording intramuscular electromyography from various muscle groups in the buccal mass of Aplysia .",3,microneedle electrode,device stretchability,arrays intramuscular
UIUC,Mattia Gazzola,2597297,Most Recent,"Topology, dynamics, and control of a muscle-architected soft arm",2024.0,8,https://www.semanticscholar.org/paper/731c881175b8f15d2c1a9d0c1f04ab79a922de0b,https://doi.org/10.1073/pnas.2318769121,"Muscular hydrostats, such as octopus arms or elephant trunks, lack bones entirely, endowing them with exceptional dexterity and reconfigurability. Key to their unmatched ability to control nearly infinite degrees of freedom is the architecture into which muscle fibers are weaved. Their arrangement is, effectively, the instantiation of a sophisticated mechanical program that mediates, and likely facilitates, the control and realization of complex, dynamic morphological reconfigurations. Here, by combining medical imaging, biomechanical data, live behavioral experiments, and numerical simulations, an octopus-inspired arm made of <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline"" overflow=""scroll""> <mml:mo>∼</mml:mo> </mml:math> 200 continuous muscle groups is synthesized, exposing “mechanically intelligent” design and control principles broadly pertinent to dynamics and robotics. Such principles are mathematically understood in terms of storage, transport, and conversion of topological quantities, effected into complex 3D motions via simple muscle activation templates. These are in turn composed into higher-level control strategies that, compounded by the arm’s compliance, are demonstrated across challenging manipulation tasks, revealing surprising simplicity and robustness.","Topology, dynamics, and control of a muscle-architected soft arm Muscular hydrostats, such as octopus arms or elephant trunks, lack bones entirely, endowing them with exceptional dexterity and reconfigurability. Key to their unmatched ability to control nearly infinite degrees of freedom is the architecture into which muscle fibers are weaved. Their arrangement is, effectively, the instantiation of a sophisticated mechanical program that mediates, and likely facilitates, the control and realization of complex, dynamic morphological reconfigurations. Here, by combining medical imaging, biomechanical data, live behavioral experiments, and numerical simulations, an octopus-inspired arm made of <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline"" overflow=""scroll""> <mml:mo>∼</mml:mo> </mml:math> 200 continuous muscle groups is synthesized, exposing “mechanically intelligent” design and control principles broadly pertinent to dynamics and robotics. Such principles are mathematically understood in terms of storage, transport, and conversion of topological quantities, effected into complex 3D motions via simple muscle activation templates. These are in turn composed into higher-level control strategies that, compounded by the arm’s compliance, are demonstrated across challenging manipulation tasks, revealing surprising simplicity and robustness.",3,architecture muscle,simulations octopus,dexterity reconfigurability
UIUC,Mattia Gazzola,2597297,Most Recent,A Neural Network-Based Framework for Fast and Smooth Posture Reconstruction of a Soft Continuum Arm,2024.0,0,https://www.semanticscholar.org/paper/da5716a1cc573609e69b201f50dc7199e061b996,https://doi.org/10.1109/ICRA55743.2025.11128142,"A neural network-based framework is developed and experimentally demonstrated for the problem of estimating the shape of a soft continuum arm (SCA) from noisy measurements of the pose at a finite number of locations along the length of the arm. The neural network takes as input these measurements and produces as output a finitedimensional approximation of the strain, which is further used to reconstruct the infinite-dimensional smooth posture. This problem is important for various soft robotic applications. It is challenging due to the flexible aspects that lead to the infinitedimensional reconstruction problem for the continuous posture and strains. Because of this, past solutions to this problem are computationally intensive. The proposed fast smooth reconstruction method is shown to be five orders of magnitude faster while having comparable accuracy. The framework is evaluated on two testbeds: a simulated octopus muscular arm and a physical BR2 pneumatic soft manipulator.","A Neural Network-Based Framework for Fast and Smooth Posture Reconstruction of a Soft Continuum Arm A neural network-based framework is developed and experimentally demonstrated for the problem of estimating the shape of a soft continuum arm (SCA) from noisy measurements of the pose at a finite number of locations along the length of the arm. The neural network takes as input these measurements and produces as output a finitedimensional approximation of the strain, which is further used to reconstruct the infinite-dimensional smooth posture. This problem is important for various soft robotic applications. It is challenging due to the flexible aspects that lead to the infinitedimensional reconstruction problem for the continuous posture and strains. Because of this, past solutions to this problem are computationally intensive. The proposed fast smooth reconstruction method is shown to be five orders of magnitude faster while having comparable accuracy. The framework is evaluated on two testbeds: a simulated octopus muscular arm and a physical BR2 pneumatic soft manipulator.",2,soft manipulator,infinitedimensional reconstruction,neural network
UIUC,Mickey Clemon,2269346940,Most Cited,On the tolerable limits of granulated recycled material additives to maintain structural integrity,2018.0,24,https://www.semanticscholar.org/paper/8170782cd2fda6a6c66b8d96ba465d5b5e5ebb4b,https://doi.org/10.1016/J.CONBUILDMAT.2018.02.099,ABSTRACT_MISSING_FALLBACK_TO_TITLE,On the tolerable limits of granulated recycled material additives to maintain structural integrity ABSTRACT_MISSING_FALLBACK_TO_TITLE,0,granulated recycled,material additives,integrity abstract_missing_fallback_to_title
UIUC,Mickey Clemon,2269346940,Most Cited,Uncertainty and Variability of Energy and Material Use by Fused Deposition Modeling Printers in Makerspaces,2019.0,16,https://www.semanticscholar.org/paper/daf17bd2f2f61a7b03ea39516a9fb8524801750e,https://doi.org/10.1111/jiec.12772,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Uncertainty and Variability of Energy and Material Use by Fused Deposition Modeling Printers in Makerspaces ABSTRACT_MISSING_FALLBACK_TO_TITLE,5,modeling printers,fused deposition,makerspaces abstract_missing_fallback_to_title
UIUC,Mickey Clemon,2269346940,Most Recent,Uncertainty and Variability of Energy and Material Use by Fused Deposition Modeling Printers in Makerspaces,2019.0,16,https://www.semanticscholar.org/paper/daf17bd2f2f61a7b03ea39516a9fb8524801750e,https://doi.org/10.1111/jiec.12772,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Uncertainty and Variability of Energy and Material Use by Fused Deposition Modeling Printers in Makerspaces ABSTRACT_MISSING_FALLBACK_TO_TITLE,5,modeling printers,fused deposition,makerspaces abstract_missing_fallback_to_title
UIUC,Mickey Clemon,2269346940,Most Recent,On the tolerable limits of granulated recycled material additives to maintain structural integrity,2018.0,24,https://www.semanticscholar.org/paper/8170782cd2fda6a6c66b8d96ba465d5b5e5ebb4b,https://doi.org/10.1016/J.CONBUILDMAT.2018.02.099,ABSTRACT_MISSING_FALLBACK_TO_TITLE,On the tolerable limits of granulated recycled material additives to maintain structural integrity ABSTRACT_MISSING_FALLBACK_TO_TITLE,0,granulated recycled,material additives,integrity abstract_missing_fallback_to_title
UIUC,Mickey Clemon,2269346930,Most Cited,Process-Structure-Property Relationships for 316L Stainless Steel Fabricated by Additive Manufacturing and Its Implication for Component Engineering,2017.0,73,https://www.semanticscholar.org/paper/4e0303c9d27da337a9c185ef36af1261ef0cab40,https://doi.org/10.1007/s11666-016-0480-y,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Process-Structure-Property Relationships for 316L Stainless Steel Fabricated by Additive Manufacturing and Its Implication for Component Engineering ABSTRACT_MISSING_FALLBACK_TO_TITLE,5,316l stainless,additive manufacturing,engineering abstract_missing_fallback_to_title
UIUC,Mickey Clemon,2269346930,Most Cited,Review on laser powder injection additive manufacturing of novel alloys and composites,2016.0,5,https://www.semanticscholar.org/paper/96fe9e8e1010c193837dff48ce578a93df4ee725,https://doi.org/10.1117/12.2217909,"In this paper, recent research and progress associated with development of alloys and composites using LENS are reviewed. The microstructure of novel materials can be tailored by controlling both composition and process parameters. For process control, closed-loop diagnostics and controls such as in-situ molten pool sensor and Z-height control subsystems are utilized, while the thermal behavior measurement with thermal imaging methods and numerical simulation are also investigated. The existing problems with residual stress and porosity in deposited materials are discussed.","Review on laser powder injection additive manufacturing of novel alloys and composites In this paper, recent research and progress associated with development of alloys and composites using LENS are reviewed. The microstructure of novel materials can be tailored by controlling both composition and process parameters. For process control, closed-loop diagnostics and controls such as in-situ molten pool sensor and Z-height control subsystems are utilized, while the thermal behavior measurement with thermal imaging methods and numerical simulation are also investigated. The existing problems with residual stress and porosity in deposited materials are discussed.",9,additive manufacturing,review laser,pool sensor
UIUC,Mickey Clemon,2269346930,Most Cited,DIMENSIONAL COMPARISON OF A COLD SPRAY ADDITIVE MANUFACTURING SIMULATION TOOL,2019.0,1,https://www.semanticscholar.org/paper/00f1fb788fce1e9571ad02933e535412eee089ec,https://www.semanticscholar.org/paper/00f1fb788fce1e9571ad02933e535412eee089ec,ABSTRACT_MISSING_FALLBACK_TO_TITLE,DIMENSIONAL COMPARISON OF A COLD SPRAY ADDITIVE MANUFACTURING SIMULATION TOOL ABSTRACT_MISSING_FALLBACK_TO_TITLE,6,additive manufacturing,tool abstract_missing_fallback_to_title,comparison cold
UIUC,Mickey Clemon,2269346930,Most Cited,Metallurgical evolution during laser additive manufacturing of metal and composite alloys.,2015.0,0,https://www.semanticscholar.org/paper/5bb71f47d4da7523c8410bd544270f3eaf565db8,https://www.semanticscholar.org/paper/5bb71f47d4da7523c8410bd544270f3eaf565db8,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Metallurgical evolution during laser additive manufacturing of metal and composite alloys. ABSTRACT_MISSING_FALLBACK_TO_TITLE,0,laser additive,metallurgical evolution,composite alloys
UIUC,Mickey Clemon,2269346930,Most Recent,DIMENSIONAL COMPARISON OF A COLD SPRAY ADDITIVE MANUFACTURING SIMULATION TOOL,2019.0,1,https://www.semanticscholar.org/paper/00f1fb788fce1e9571ad02933e535412eee089ec,https://www.semanticscholar.org/paper/00f1fb788fce1e9571ad02933e535412eee089ec,ABSTRACT_MISSING_FALLBACK_TO_TITLE,DIMENSIONAL COMPARISON OF A COLD SPRAY ADDITIVE MANUFACTURING SIMULATION TOOL ABSTRACT_MISSING_FALLBACK_TO_TITLE,6,additive manufacturing,tool abstract_missing_fallback_to_title,comparison cold
UIUC,Mickey Clemon,2269346930,Most Recent,Process-Structure-Property Relationships for 316L Stainless Steel Fabricated by Additive Manufacturing and Its Implication for Component Engineering,2017.0,73,https://www.semanticscholar.org/paper/4e0303c9d27da337a9c185ef36af1261ef0cab40,https://doi.org/10.1007/s11666-016-0480-y,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Process-Structure-Property Relationships for 316L Stainless Steel Fabricated by Additive Manufacturing and Its Implication for Component Engineering ABSTRACT_MISSING_FALLBACK_TO_TITLE,5,316l stainless,additive manufacturing,engineering abstract_missing_fallback_to_title
UIUC,Mickey Clemon,2269346930,Most Recent,Review on laser powder injection additive manufacturing of novel alloys and composites,2016.0,5,https://www.semanticscholar.org/paper/96fe9e8e1010c193837dff48ce578a93df4ee725,https://doi.org/10.1117/12.2217909,"In this paper, recent research and progress associated with development of alloys and composites using LENS are reviewed. The microstructure of novel materials can be tailored by controlling both composition and process parameters. For process control, closed-loop diagnostics and controls such as in-situ molten pool sensor and Z-height control subsystems are utilized, while the thermal behavior measurement with thermal imaging methods and numerical simulation are also investigated. The existing problems with residual stress and porosity in deposited materials are discussed.","Review on laser powder injection additive manufacturing of novel alloys and composites In this paper, recent research and progress associated with development of alloys and composites using LENS are reviewed. The microstructure of novel materials can be tailored by controlling both composition and process parameters. For process control, closed-loop diagnostics and controls such as in-situ molten pool sensor and Z-height control subsystems are utilized, while the thermal behavior measurement with thermal imaging methods and numerical simulation are also investigated. The existing problems with residual stress and porosity in deposited materials are discussed.",9,additive manufacturing,review laser,pool sensor
UIUC,Mickey Clemon,2269346930,Most Recent,Metallurgical evolution during laser additive manufacturing of metal and composite alloys.,2015.0,0,https://www.semanticscholar.org/paper/5bb71f47d4da7523c8410bd544270f3eaf565db8,https://www.semanticscholar.org/paper/5bb71f47d4da7523c8410bd544270f3eaf565db8,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Metallurgical evolution during laser additive manufacturing of metal and composite alloys. ABSTRACT_MISSING_FALLBACK_TO_TITLE,0,laser additive,metallurgical evolution,composite alloys
UIUC,Nazanin Farjam,103644296,Most Cited,Area-Selective Atomic Layer Deposition Patterned by Electrohydrodynamic Jet Printing for Additive Manufacturing of Functional Materials and Devices.,2020.0,42,https://www.semanticscholar.org/paper/eac4d63888781ba006962f71b9ad2f336968ed4b,https://doi.org/10.1021/acsnano.0c07297.s001,"There is an increasing interest in additive nanomanufacturing processes, which enable customizable patterning of functional materials and devices on a wide range of substrates. However, there are relatively few techniques with the ability to directly 3D print patterns of functional materials with sub-micron resolution. In this study, we demonstrate the use of additive electrohydrodynamic jet (e-jet) printing with an average line width of 312 nm, which acts as an inhibitor for area-selective atomic layer deposition (AS-ALD) of a range of metal oxides. We also demonstrate subtractive e-jet printing with solvent inks that dissolve polymer inhibitor layers in specific regions, which enables localized AS-ALD within those regions. The chemical selectivity and morphology of e-jet patterned polymers towards binary and ternary oxides of ZnO, Al2O3, and SnO2 were quantified using X-ray photoelectron spectroscopy, atomic force microscopy, and Auger electron spectroscopy. This approach enables patterning of functional oxide semiconductors, insulators, and transparent conducting oxides with tunable composition, Å-scale control of thickness, and sub-μm resolution in the x-y plane. Using a combination of additive and subtractive e-jet printing with AS-ALD, a thin-film transistor was fabricated using zinc-tin-oxide for the semiconductor channel and aluminum-doped zinc oxide as the source and drain electrical contacts. In the future, this technique can be used to print integrated electronics with sub-micron resolution on a variety of substrates.","Area-Selective Atomic Layer Deposition Patterned by Electrohydrodynamic Jet Printing for Additive Manufacturing of Functional Materials and Devices. There is an increasing interest in additive nanomanufacturing processes, which enable customizable patterning of functional materials and devices on a wide range of substrates. However, there are relatively few techniques with the ability to directly 3D print patterns of functional materials with sub-micron resolution. In this study, we demonstrate the use of additive electrohydrodynamic jet (e-jet) printing with an average line width of 312 nm, which acts as an inhibitor for area-selective atomic layer deposition (AS-ALD) of a range of metal oxides. We also demonstrate subtractive e-jet printing with solvent inks that dissolve polymer inhibitor layers in specific regions, which enables localized AS-ALD within those regions. The chemical selectivity and morphology of e-jet patterned polymers towards binary and ternary oxides of ZnO, Al2O3, and SnO2 were quantified using X-ray photoelectron spectroscopy, atomic force microscopy, and Auger electron spectroscopy. This approach enables patterning of functional oxide semiconductors, insulators, and transparent conducting oxides with tunable composition, Å-scale control of thickness, and sub-μm resolution in the x-y plane. Using a combination of additive and subtractive e-jet printing with AS-ALD, a thin-film transistor was fabricated using zinc-tin-oxide for the semiconductor channel and aluminum-doped zinc oxide as the source and drain electrical contacts. In the future, this technique can be used to print integrated electronics with sub-micron resolution on a variety of substrates.",3,printing additive,electrohydrodynamic jet,oxides demonstrate
UIUC,Nazanin Farjam,103644296,Most Cited,Integrating Structural Colors with Additive Manufacturing Using Atomic Layer Deposition.,2022.0,13,https://www.semanticscholar.org/paper/2998c8a179ce15103f5928c80c3d1bc137bb4a4d,https://doi.org/10.1021/acsami.2c05940,"We demonstrate tunable structural color patterns that span the visible spectrum using atomic layer deposition (ALD). Asymmetric metal-dielectric-metal structures were sequentially deposited with nickel, zinc oxide, and a thin copper layer to form an optical cavity. The color response was precisely adjusted by tuning the zinc oxide (ZnO) thickness using ALD, which was consistent with model predictions. Owing to the conformal nature of ALD, this allows for uniform and tunable coloration of non-planar three-dimensional (3D) objects, as exemplified by adding color to 3D-printed parts produced by metal additive manufacturing. Proper choice of inorganic layered structures and materials allows the structural color to be stable at elevated temperatures, in contrast to traditional paints. To print multiple colors on a single sample, polymer inhibitors were patterned in a desired geometry using electrohydrodynamic jet (e-jet) printing, followed by area-selective ALD in the unpassivated regions. The ability to achieve 3D color printing, both at the micro- and macroscales, provides a new pathway to tune the optical and aesthetic properties during additive manufacturing.","Integrating Structural Colors with Additive Manufacturing Using Atomic Layer Deposition. We demonstrate tunable structural color patterns that span the visible spectrum using atomic layer deposition (ALD). Asymmetric metal-dielectric-metal structures were sequentially deposited with nickel, zinc oxide, and a thin copper layer to form an optical cavity. The color response was precisely adjusted by tuning the zinc oxide (ZnO) thickness using ALD, which was consistent with model predictions. Owing to the conformal nature of ALD, this allows for uniform and tunable coloration of non-planar three-dimensional (3D) objects, as exemplified by adding color to 3D-printed parts produced by metal additive manufacturing. Proper choice of inorganic layered structures and materials allows the structural color to be stable at elevated temperatures, in contrast to traditional paints. To print multiple colors on a single sample, polymer inhibitors were patterned in a desired geometry using electrohydrodynamic jet (e-jet) printing, followed by area-selective ALD in the unpassivated regions. The ability to achieve 3D color printing, both at the micro- and macroscales, provides a new pathway to tune the optical and aesthetic properties during additive manufacturing.",3,additive manufacturing,color response,electrohydrodynamic jet
UIUC,Nazanin Farjam,103644296,Most Cited,Subtractive patterning: High-resolution electrohydrodynamic jet printing with solvents,2020.0,13,https://www.semanticscholar.org/paper/22bf21a5e4144b2f6fe13926eff8ba82efcd1cfb,https://aip.scitation.org/doi/10.1063/5.0021038,"Advancements in 3D printing have initiated a paradigm in device fabrication. Electrohydrodynamic jet (e-jet) printing is a high-resolution 3D printing method that enables customizable patterning of thin-film structures, while reducing fabrication complexity and achieving high-resolution patterns with a wide variety of materials. However, to date, e-jet printing has focused on additive material deposition, rather than patterning through material subtraction. This work proposes displacement-based e-jet printing using solvent inks for subtractive patterning of polymer thin films, with microscale resolution in the x–y plane and nanoscale control in the z (dissolving) direction. The behavior of displacement-based e-jet printing is characterized using atomic force microscopy, and two methodologies are developed for controlling the linewidth and displaced depth. An example of area-selective thin film deposition on displacement-based e-jet patterns is provided to demonstrate the applicability of this patterning technique for printable microscale devices.","Subtractive patterning: High-resolution electrohydrodynamic jet printing with solvents Advancements in 3D printing have initiated a paradigm in device fabrication. Electrohydrodynamic jet (e-jet) printing is a high-resolution 3D printing method that enables customizable patterning of thin-film structures, while reducing fabrication complexity and achieving high-resolution patterns with a wide variety of materials. However, to date, e-jet printing has focused on additive material deposition, rather than patterning through material subtraction. This work proposes displacement-based e-jet printing using solvent inks for subtractive patterning of polymer thin films, with microscale resolution in the x–y plane and nanoscale control in the z (dissolving) direction. The behavior of displacement-based e-jet printing is characterized using atomic force microscopy, and two methodologies are developed for controlling the linewidth and displaced depth. An example of area-selective thin film deposition on displacement-based e-jet patterns is provided to demonstrate the applicability of this patterning technique for printable microscale devices.",1,jet printing,patterning polymer,fabrication electrohydrodynamic
UIUC,Nazanin Farjam,103644296,Most Cited,High-fidelity Modeling and Validation of Electrohydrodynamic Jet Printing,2022.0,10,https://www.semanticscholar.org/paper/d8dd71565f8cb6e23567469cf440619bf0d668cc,https://www.sciencedirect.com/science/article/am/pii/S2589152922002599,ABSTRACT_MISSING_FALLBACK_TO_TITLE,High-fidelity Modeling and Validation of Electrohydrodynamic Jet Printing ABSTRACT_MISSING_FALLBACK_TO_TITLE,5,electrohydrodynamic jet,jet printing,printing abstract_missing_fallback_to_title
UIUC,Nazanin Farjam,103644296,Most Cited,A High-Fidelity Modeling Framework for Near-Field Electrohydrodynamic Jet Printing,2021.0,5,https://www.semanticscholar.org/paper/4c1330f3112439237e13f0907b533fdf881fe92f,https://doi.org/10.1016/j.ifacol.2021.11.218,"Electrohydrodynamic jet (e-jet) printing is a high-resolution, jet-based micro-additive manufacturing process that has gained momentum in many applications such as printed electronics. However, there are limited works in the literature that have modeled the e-jet process due to its multi-physics and multi-phase nature. This work presents a high-fidelity, two-phase framework for the high-resolution e-jet printing process based on the leaky-dielectric model and two-phase flow (liquid-air). The level set method is used to track the ink-air interface, as a suitable choice for high-resolution two-phase processes. We have developed the model in COMSOL Multiphysics, where we relaxed some of the prior art's assumptions, including that of a constant flow rate to the nozzle inlet, which is typically not accurate for the e-jet process at high-resolution. The simulation is conducted for a conventional near-field e-jet setup and the results successfully demonstrate the critical process steps including equilibrium, Taylor Cone formation, and the creation of a jet. Moreover, to evaluate the model, the effects of different material properties such as surface tension, viscosity, and relative permittivity on the e-jet process are simulated and discussed.","A High-Fidelity Modeling Framework for Near-Field Electrohydrodynamic Jet Printing Electrohydrodynamic jet (e-jet) printing is a high-resolution, jet-based micro-additive manufacturing process that has gained momentum in many applications such as printed electronics. However, there are limited works in the literature that have modeled the e-jet process due to its multi-physics and multi-phase nature. This work presents a high-fidelity, two-phase framework for the high-resolution e-jet printing process based on the leaky-dielectric model and two-phase flow (liquid-air). The level set method is used to track the ink-air interface, as a suitable choice for high-resolution two-phase processes. We have developed the model in COMSOL Multiphysics, where we relaxed some of the prior art's assumptions, including that of a constant flow rate to the nozzle inlet, which is typically not accurate for the e-jet process at high-resolution. The simulation is conducted for a conventional near-field e-jet setup and the results successfully demonstrate the critical process steps including equilibrium, Taylor Cone formation, and the creation of a jet. Moreover, to evaluate the model, the effects of different material properties such as surface tension, viscosity, and relative permittivity on the e-jet process are simulated and discussed.",3,printing electrohydrodynamic,jet setup,fidelity phase
UIUC,Nazanin Farjam,103644296,Most Cited,Subtractive Patterning of Nanoscale Thin Films Using Acid‐Based Electrohydrodynamic‐Jet Printing,2023.0,4,https://www.semanticscholar.org/paper/6b00e1f627a9fdb4d9848fd9bb377270735badb3,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smtd.202301407,"Abstract As an alternative to traditional photolithography, printing processes are widely explored for the patterning of customizable devices. However, to date, the majority of high‐resolution printing processes for functional nanomaterials are additive in nature. To complement additive printing, there is a need for subtractive processes, where the printed ink results in material removal, rather than addition. In this study, a new subtractive patterning approach that uses electrohydrodynamic‐jet (e‐jet) printing of acid‐based inks to etch nanoscale zinc oxide (ZnO) thin films deposited using atomic layer deposition (ALD) is introduced. By tuning the printing parameters, the depth and linewidth of the subtracted features can be tuned, with a minimum linewidth of 11 µm and a tunable channel depth with ≈5 nm resolution. Furthermore, by tuning the ink composition, the volatility and viscosity of the ink can be adjusted, resulting in variable spreading and dissolution dynamics at the solution/film interface. In the future, acid‐based subtractive patterning using e‐jet printing can be used for rapid prototyping or customizable manufacturing of functional devices on a range of substrates with nanoscale precision.","Subtractive Patterning of Nanoscale Thin Films Using Acid‐Based Electrohydrodynamic‐Jet Printing Abstract As an alternative to traditional photolithography, printing processes are widely explored for the patterning of customizable devices. However, to date, the majority of high‐resolution printing processes for functional nanomaterials are additive in nature. To complement additive printing, there is a need for subtractive processes, where the printed ink results in material removal, rather than addition. In this study, a new subtractive patterning approach that uses electrohydrodynamic‐jet (e‐jet) printing of acid‐based inks to etch nanoscale zinc oxide (ZnO) thin films deposited using atomic layer deposition (ALD) is introduced. By tuning the printing parameters, the depth and linewidth of the subtracted features can be tuned, with a minimum linewidth of 11 µm and a tunable channel depth with ≈5 nm resolution. Furthermore, by tuning the ink composition, the volatility and viscosity of the ink can be adjusted, resulting in variable spreading and dissolution dynamics at the solution/film interface. In the future, acid‐based subtractive patterning using e‐jet printing can be used for rapid prototyping or customizable manufacturing of functional devices on a range of substrates with nanoscale precision.",3,photolithography printing,based electrohydrodynamic,zno
UIUC,Nazanin Farjam,103644296,Most Cited,Input Shaping for Control of a High-Resolution Electrohydrodynamic Jet Printing Process,2023.0,1,https://www.semanticscholar.org/paper/dc80532130580ff05560032c0fc8e12c374de3b6,https://doi.org/10.1109/CCTA54093.2023.10253278,"Electrohydrodynamic jet (e-jet) printing is a high-resolution, additive manufacturing process capable of printing micro/nanometer scale patterns for applications in electrical and optical sensors. Despite stringent design requirements to achieve functional printed sensors, most e-jet printers operate in an open-loop paradigm, shaping the input signal as a standard square voltage with constant low baseline and high peak voltages, and a set pulse duration to induce droplet ejections. These constant input values limit the volume and droplet spacing to set magnitudes, while unmodelled dynamics within the process may result in inaccurately printed patterns. In order to achieve more complex deposition patterns while mitigating the effects of unmodeled jetting dynamics, this paper presents an input shaping framework that allows for the design of variable jetting frequencies and volumes and compensates for unmodeled dynamics through data-driven updates observed across repetitive droplet ejections. Simulation results demonstrate the efficacy of the proposed approach.","Input Shaping for Control of a High-Resolution Electrohydrodynamic Jet Printing Process Electrohydrodynamic jet (e-jet) printing is a high-resolution, additive manufacturing process capable of printing micro/nanometer scale patterns for applications in electrical and optical sensors. Despite stringent design requirements to achieve functional printed sensors, most e-jet printers operate in an open-loop paradigm, shaping the input signal as a standard square voltage with constant low baseline and high peak voltages, and a set pulse duration to induce droplet ejections. These constant input values limit the volume and droplet spacing to set magnitudes, while unmodelled dynamics within the process may result in inaccurately printed patterns. In order to achieve more complex deposition patterns while mitigating the effects of unmodeled jetting dynamics, this paper presents an input shaping framework that allows for the design of variable jetting frequencies and volumes and compensates for unmodeled dynamics through data-driven updates observed across repetitive droplet ejections. Simulation results demonstrate the efficacy of the proposed approach.",1,jet printers,shaping input,resolution electrohydrodynamic
UIUC,Nazanin Farjam,103644296,Most Cited,A Framework for Modeling and Control for Extrusion-based Additive Manufacturing,2024.0,0,https://www.semanticscholar.org/paper/a2b2d9ca5d7dd6e875bb6ba6d86a0d6bf7fd94be,https://doi.org/10.1016/j.ifacol.2024.12.024,ABSTRACT_MISSING_FALLBACK_TO_TITLE,A Framework for Modeling and Control for Extrusion-based Additive Manufacturing ABSTRACT_MISSING_FALLBACK_TO_TITLE,5,extrusion based,additive manufacturing,manufacturing abstract_missing_fallback_to_title
UIUC,Nazanin Farjam,103644296,Most Cited,Subtractive Patterning of Nanoscale Thin Films Using Acid‐Based Electrohydrodynamic‐Jet Printing (Small Methods 5/2024),2024.0,0,https://www.semanticscholar.org/paper/f8df3fc68e86d85253cab2fd4034d83ffbcb40f8,https://doi.org/10.1002/smtd.202470023,Peer Reviewed,Subtractive Patterning of Nanoscale Thin Films Using Acid‐Based Electrohydrodynamic‐Jet Printing (Small Methods 5/2024),5,electrohydrodynamic jet,jet printing,patterning nanoscale
UIUC,Nazanin Farjam,103644296,Most Recent,A Framework for Modeling and Control for Extrusion-based Additive Manufacturing,2024.0,0,https://www.semanticscholar.org/paper/a2b2d9ca5d7dd6e875bb6ba6d86a0d6bf7fd94be,https://doi.org/10.1016/j.ifacol.2024.12.024,ABSTRACT_MISSING_FALLBACK_TO_TITLE,A Framework for Modeling and Control for Extrusion-based Additive Manufacturing ABSTRACT_MISSING_FALLBACK_TO_TITLE,5,extrusion based,additive manufacturing,manufacturing abstract_missing_fallback_to_title
UIUC,Nazanin Farjam,103644296,Most Recent,Subtractive Patterning of Nanoscale Thin Films Using Acid‐Based Electrohydrodynamic‐Jet Printing (Small Methods 5/2024),2024.0,0,https://www.semanticscholar.org/paper/f8df3fc68e86d85253cab2fd4034d83ffbcb40f8,https://doi.org/10.1002/smtd.202470023,Peer Reviewed,Subtractive Patterning of Nanoscale Thin Films Using Acid‐Based Electrohydrodynamic‐Jet Printing (Small Methods 5/2024),5,electrohydrodynamic jet,jet printing,patterning nanoscale
